id,days_since_release,days_until_pop,days_from_pop_to_top,days_from_top_until_leave
3m660poUr1chesgkkjQM7P,896,1,2,240
0w2U0uERbUTJMNIKdTSUkj,NA,NA,5,0
006pMMCuRo2TFjh8sNGSov,5550,4655,158,0
2WVZwImXEOdSSvPZg0TQyx,896,2,2,2
4ARPvK8DHLwt4oX65ZAFMw,1032,139,1,0
7floNISpH8VF4z4459Qo18,1117,226,25,0
1BkyiAw1L0BOHYckwpRX4V,890,1,96,106
7a9TT2oymb45IujHhtfKnB,889,0,40,2
0Yx0GelVzYtJ7IkTX64QSM,889,0,21,21
70lnL3QaSOIIyMa2X9aVRL,1022,133,54,63
2uSLx5uwRIhiA3sJJraNqX,889,0,0,0
7bQ798Zl1FlT9dRMxkc77j,938,49,50,64
2OALaHcDdKkjYEpAr0Qzab,947,59,196,4
43ZyHQITOjhciSUUNPVRHc,889,2,45,91
1xd3OqTbx17HutN7RfJOTj,886,0,1,123
0Zbbxnx4SGGHoIow4PpISP,904,18,52,7
32DGGj6KlNuBr6WaqRxpxi,890,5,100,62
52okn5MNA47tk87PeZJLEL,889,5,0,3
7wGoVu4Dady5GV0Sv4UIsx,910,26,13,104
3eoZYHNvSweAX24Ljlf9FY,946,63,0,0
2KwojFDebQV4J2b0JMRR5Q,882,0,0,181
3Du2K5dLzmduCNp6uwuaL0,896,14,0,286
0Qh38w01QRXK6KHIv0e3hb,882,0,5,57
3hYvGiw2Q8QE2YWdIJLBz0,896,14,0,0
4C6IBSWdeKpiEChXGhZaRs,889,7,13,148
3OEer2dQj1eWhSqxatGiru,882,0,0,11
5KOaRwCAETSUC87nAHK77S,889,7,10,17
6mrKP2jyIQmM0rw6fQryjr,889,9,24,112
50lj59ni4oNCaqzYrHmA42,875,0,0,49
0CLnkxpa3M4eA3HeGaERat,875,0,0,4
5oujB18eDYZAct6DOrFrQR,875,0,3,0
4v094LQ9eF10k2O2Te2ngK,875,0,4,18
1pZdegOXTZ2ftINo3oUuRZ,875,0,0,0
0bOH2yZkaVSg2OdegIlp2J,875,0,0,0
2UxfcZJCphbEkfbZ6nLiDx,875,0,0,1
5lsRkYiIerlfXMMrl4zkJG,875,0,0,0
4OEOEsOhlzDqQuewiuPJAc,875,0,0,0
6LEFk0KHRfahO5pOMJlbdV,1134,260,147,302
2kUUdZfzvyhbPTzQu6XBe0,886,12,1,21
76Fc23n9Nrs4wULSY58LPc,946,72,35,92
0dGqIEsFN3KakdPCMkgjre,875,3,118,329
4KXdwfri1NIQCImLQr3Wli,886,15,53,193
0Wv5wuenRLI3BcwgT3HPIP,904,33,0,1
0tBbt8CrmxbjRP0pueQkyU,870,0,0,279
5AEtlRudpgdT5FtNiuly6Y,917,47,41,155
5Gd19NupVe5X8bAqxf9Iaz,875,5,1,5
5qy2LtEdX6VptGfA7qMpz2,922,52,0,0
7EmGUiUaOSGDnUUQUDrOXC,870,1,26,223
1qDZnViQgUItsMpWLVwfGb,868,0,4,864
4UbWczmUqp2mfzSHSmTpAC,868,0,10,17
0Pki3Th0SL5rJ5e6ShUbJJ,868,0,0,1
7yBjom4u7SF2xOHAdA0yQt,869,1,0,0
2cwFhwT6L2D4Olc25nhyZo,896,29,121,126
6aIrHPvM3l16MeS7iOQRYO,889,22,105,120
2vHDurkzJ8dhCzoPzqiE2C,866,0,2,66
4jl4byf332HoI3UFs7Mo62,1239,374,0,51
2zYzyRzz6pRmhPzyfMEC8s,14840,13976,0,0
3S2R0EVwBSAVMd5UMgKTL0,13618,12754,0,0
3ipKvc6xyJbTxVwoEjpLNv,868,4,6,99
5SDCeGVT08a1RMXIBJF2O5,861,-2,0,0
12lOxvml5EBvSCzQll7xVS,863,0,54,258
1kNVJQEkobOlyfbctPZ4fs,863,1,16,409
5sby99lbxTE3F2RA3YWGyM,889,27,13,8
3cPYDII1QoDmtR6lCUK4s1,879,17,13,49
0AyCBE9YKWjatl0ukCAhxN,868,6,212,120
1mXVgsBdtIVeCLJnSnmtdV,861,0,5,582
3sIMCkwUZbQbWeNOTG3ET4,863,2,26,235
7CtFr21TzdM4ntuBkwzpxg,863,2,100,324
0tPQPaOKM32WgMSbPCYyRH,862,1,6,85
04JL2liXXV9B9coeGuUsPw,861,0,0,0
0tDfp0vFR95Gg6Mrhza3lX,861,0,0,4
4wYsjniJody76cL4l0dekS,861,0,0,0
4lESS6vuruP6a79KWRaQou,861,0,48,39
7eFmN6wnsb7WowRKAqRFfs,861,0,0,0
5C7vJB00Sfmg8jgUcjQpgQ,861,0,0,0
4nYsmWkuTaowTMy4gskmBw,861,1,0,226
50QWA5PR501dIe2KkJkHRR,861,1,2,4
1apjwIcLUSV0CNj1NfaS6m,877,17,43,56
3PGdPUMdUg7a3Tgr5gkfKK,861,1,2,1
7DsX5K72fewVGb47qj7Tbg,861,2,1,2
7iDa6hUg2VgEL1o1HjmfBn,945,87,122,91
2iO6rLYnDiMJqioCefh395,931,73,218,245
4lUnFLtn8w3W76FiYDRzmO,861,3,0,0
3hBBKuWJfxlIlnd9QFoC8k,861,3,2,218
7IQwT5VzrCo7UcMRljkkmR,931,74,0,57
7ieFtgZBYSC94nGs5yF0Wk,868,11,69,221
7LVHVU3tWfcxj5aiPFEW4Q,5393,4538,0,0
5b2QnYcT9rQIkhRWt4HztQ,854,0,3,16
7h9sdbDEBfkWSmO4mzGED6,854,0,0,0
4s75aDCVs0lm1ubPpw9cf8,1005,152,92,42
26bMmC90QF0FOd1ctDnkeU,854,1,44,124
7zLGHiDWd9T1Rxw4PQCb13,854,1,0,0
21TdkDRXuAB3k90ujRU1et,861,8,2,73
3whrwq4DtvucphBPUogRuJ,852,0,75,91
1YUWhlQjFv7MQpcbb77zTL,860,9,112,640
76cy1WJvNGJTj78UqeA5zr,1015,164,100,302
4lNriuYNZD2YP2OPG6xOte,910,59,133,276
1IcbQvHb9B7MikgQjfJtAl,903,54,116,329
1vNGiofearkcwnaPTwsmMw,882,33,0,0
5huhTBZco7UxXDqCIwlQ2s,868,20,10,3
1zsG4eaZmkA1dvjDDsAGLK,847,0,6,218
7q5agbUOzZnVF4Yes3AD7I,847,0,7,220
5mAxA6Q1SIym6dPNiFLUyd,847,0,0,17
6uyMtLQXZ8amkLyv5l7F7O,850,3,142,265
12bMDI4NKm0arLS3PKv6Fo,847,0,45,125
2eIqsDLYwcHvhyuOH6BjBe,847,0,10,38
5TY4l2xPjXDcRhG1cmZDK7,903,56,49,42
5Zha6IxtfsLjqLYndyWcER,854,8,161,248
2YCTACQ3QfMr9QtlGI2tQE,854,8,37,188
2hgsL5UcOToRWUnNg9Jxfi,987,141,211,15
3Ga6eKrUFf12ouh9Yw3v2D,845,0,0,460
2fQrGHiQOvpL9UgPvtYy6G,902,58,0,14
4RdLeGrUDuPsUrQtG0lHEk,847,5,0,0
4muZ1PUxmss4cVmYnpLrvs,1372,531,229,397
0B7wvvmu9EISAwZnOpjhNI,2655,1814,0,0
0PTKuTbIRUkwfdv4FRpiC8,840,0,3,93
7Ed6BkggCS2KaKY5YlINaF,840,0,6,58
4cn0Y9VlOUQ1CcdqTz0ROp,840,0,31,216
5PB8zB1MOZASboLquvinMF,840,0,10,107
0eDFrr2qgbIPQSU9YQeAXM,841,1,3,102
1m1vw2OQTYHt9AukcIPs8x,841,1,37,322
75ZvA4QfFiZvzhj2xkaWAh,1190,353,0,2
2iMExhesVankHz7PVnbwXR,885,50,15,0
2xmrfQpmS2iJExTlklLoAL,869,35,77,7
7EI6Iki24tBHAMxtb4xQN2,875,41,63,35
1bhUWB0zJMIKr9yVPrkEuI,834,1,0,243
7aSwDCjueXPEIf3OeZiRFR,6416,5583,0,13
6wXYGqXCLtEHx4VDb2TPcM,833,0,59,622
0OlnLZY4cmQzT6ZGttvWBM,833,0,0,48
228vRHzGfQh47EfLjuY1Yr,833,0,29,188
5troof8mcGO3AafoDbk1gc,854,21,0,55
3JbSLr2OhsivV46whJyGeb,854,21,0,0
4M9tSuvg2MJOtIQmRmEFAy,6416,5583,0,0
4vVb2D6RYL669h7tLYOKwx,854,21,0,0
3zxrecYFao03IrrcyFiaMU,833,0,0,0
2kiIYpBxtvAYtEmmBNskhM,6156,5323,0,0
3TcMyNevhQZ35yaA8jHSBq,854,21,0,0
3R9CgJIlPzj1PFIrkCrr0Q,5401,4568,0,0
0OnfGJsCc1m9utfUYqid6O,854,21,0,0
42CeaId2XNlxugDvyqHfDf,875,42,0,2
4CJVgr35hX1Rm0ycMqvOX3,6416,5583,0,0
6GHVDYo6Kc1KF06YzEJJg9,833,0,0,0
5bcnQ1PLWlOT43gXKqGSlt,6416,5583,0,0
48S0rSykBUBSFwqdj8LR6a,5749,4916,0,0
1P17dC1amhFzptugyAO7Il,854,22,3,25
2x0WlnmfG39ZuDmstl9xfX,854,22,44,7
2yLa0QULdQr0qAIvVwN6B5,854,22,2,2
3YU6vJbjYUG0tiJyXf9x5V,834,4,0,10
4MFJja8C5DQGWstBew2BUC,882,54,1,0
0BxCStBKNEeV8vXvWLOJXQ,831,3,13,68
0BlY60NrN0fFWbdW3RW40q,828,1,1,2
4V6MRo0CEAC9MwAm7dkPuL,828,1,0,5
15MJGWNReEUQg5bmVmBjvh,826,0,0,42
4WiViQB00IRESI6RBo7QaU,826,0,0,24
26fDkD4PwOrQNyKDZUcvSQ,826,0,0,0
70It7aJgWo4xzSzF0XdOxt,833,9,7,0
6VpQdig9pdpTSIFItgkJV5,817,-6,1,30
3AFfyUXTfj12PgrOkZiiJo,1058,236,0,104
0Zxswuv5xzIhxDnsKJLq82,1058,236,0,28
6ju3FaV3aVLzGzwERKZuFK,891,69,1,0
0yqbzPRMpX40SG83SrxMyS,821,0,0,1
1cS0TgbR263ey9jn0MwD2s,819,0,0,0
47zBTlbsiXs9ooyPo7Z7VT,819,0,58,79
2lN3l0jHCjVulwdPX6NvUn,833,14,5,1
5k38wzpLb15YgncyWdTZE4,819,0,24,45
4zWO4gvuFtw6EJZC5FFGlr,819,0,4,75
58tUwXG7xKE7gzNOp6Msca,1129,310,17,55
71bBFbfn2OBK5QwUJSLS44,959,140,18,92
7tjQl5EC72HBJRAKxP3Bvm,819,0,0,0
7cz1gO9AxCORurtWIpQHzP,827,8,30,6
5UEnHoDYpsxlfzWLZIc7LD,819,1,4,106
6u0EAxf1OJTLS7CvInuNd7,816,0,0,447
4lHu4NduxtNJU4mxAuMRXB,847,31,3,0
2gl2F5Z6ReNVh0wcyPLCKA,833,20,80,182
4JPSfCXQe6kDliMIJTqISW,812,0,67,376
7JdZZfozlODQ08ATf8xIZ6,812,0,74,572
7krl54SfiKf4fMlM7lGlWc,840,29,56,26
4trOLZ5ybHUHHngGL1Mzbg,840,29,15,4
0bYg9bo50gSsH3LtXe2SQn,9264,8454,365,366
7inXu0Eaeg02VsM8kHNvzM,NA,NA,0,365
7N2hNvCF606dEcaloV1j38,NA,NA,0,1
5DADus08IIflquBHizeOxm,966,157,0,7
5ChkMS8OtdzJeqyybCc9R5,13618,12815,1,0
2H3ZUSE54pST4ubRd5FzFR,19190,18387,0,0
3b0EOvScbZUc0qJx0E1L2z,18348,17545,0,0
4SdTyIjA6FuADAN9W8sZjq,833,30,1,0
7rfkSx8BvyojeBczYoz8Rj,826,24,0,0
0rOQyLZJ9oASgtdoDZgrmK,3816,3014,730,0
0I20rLT2MJDhcF96AjbNYo,805,4,7,23
0pqyzGaS6qpdHs3bzjVYzb,911,112,149,232
7u9maPG2E4cN9qChpe80qm,798,0,0,94
1L3NV7VrCiuE8C5QlhdeQL,798,0,0,14
3Vo4wInECJQuz9BIBMOu8i,814,16,25,70
66kQ7wr4d2LwwSjr7HXcyr,799,1,0,7
77vZMrfbZIgGKBcFe3MsD7,798,0,37,91
5hM6sP0Gh1jD57drszNueC,798,0,41,61
2ri2wEE24Tm7fOJ7sGiz7P,805,7,14,79
5WrEqIllVjKgdmAmbhmKcY,806,12,7,2
7ozozCaLTXDY0ctHFLFlmK,903,110,11,32
2Tq2R8sRftNEqdgJK5HadO,792,0,7,8
1rfofaqEpACxVEHIZBJe6W,791,0,0,374
4eWQlBRaTjPPUlzacqEeoQ,791,0,0,150
5HwnezK198pJCEj1l2Adjy,791,0,0,69
7sTtHHrD0zDpmzQzH3zegz,791,0,0,6
7IL3UOlcJ6nmcCMwpnlfcA,791,0,0,5
3iq9nhbI8fcnNamxMft1uv,791,0,0,10
6h78dT41teS3xbyVwKBLV7,791,0,10,47
4XLu3tTSZiPFVC9mmuR6Zp,791,0,0,5
5xi2SXmF3A5AIsuGXiUIZu,791,0,0,3
1GO9vCm5Cra5uWGSWQ5mGK,791,0,0,4
2gxqozTaq2NYylvS8jd57G,791,0,0,3
1BLjmMShWtNFu6nqqoIokC,840,49,43,5
0wMFQ0UpnqvyZncX4JpVEA,792,1,37,58
6zp6PbBzByRcPTQtXLQV9x,854,64,64,289
5RTlMCZVt96sXsG3L2ideT,791,1,29,47
76Ib80J7t7EBvn86apevfB,848,59,62,1
1aLNpg2kKvUncflV8xE5AA,9874,9086,1,1
12SJpYZEdj4kzWZ8FPFg4Y,799,11,24,0
6xy6jNeNTYwjnKTDzMyHw2,9293,8506,0,1
1eQuRtkMEPhf2DGzpBVTE6,9293,8506,0,0
6wLsDD4wXkypWRM9fn1ZZ0,830,43,25,15
30pVSKdzBpZ9Np4Y2bJbFM,1110,325,9,126
6ys0kXJnE7wBQKvGrTg0VQ,784,0,63,48
7jqDzXJS0K0Re8uphYNit0,786,2,31,1
11zbHn7pEJtO3JnW8UlelI,821,37,0,7
4vKltMFviBKMdhYu3FDLY0,784,0,0,9
4Z6YruMINNspGet1gQyYlK,785,1,0,6
5Vw6ZLNB6Ko7VZM6vmNIbr,833,50,217,302
4bXwQ9ZcMjoN28b4J9bykr,952,169,68,147
6YdjKSjVCnaG4Snrkxmv9a,903,120,28,15
6MNGxu8MprKGkchUchkJsy,784,1,0,124
2XW4DbS6NddZxRPm5rMCeY,783,1,65,84
4gOgVYsfTUNp8GifD8GI7e,819,37,52,1
6HaTYIUKd8SzdvGOfutBRD,944,163,169,442
3pGTULhIlK8hYLD7ZQzijS,786,7,5,71
2z4pcBLQXF2BXKFvd0BuB6,854,76,14,14
09ts3GnICqYEU5PkQCpJK3,778,1,0,6
1UHZufhxaaxZ3fUlTPoGEf,777,0,0,0
2cGltEGxVvnMAirIL4BQ6f,777,0,0,0
39OrWG2wKOnRlbYUmIdTuW,812,36,22,118
36wm1WBVArEbnIgtkT3abj,833,59,108,74
3IfJVGTOfqoecb0bCm0CO8,941,167,21,9
42TXKY5AaAn4dzAcRLyNoK,773,0,3,6
4yjljBusKH0hgsIzHlF85T,770,0,71,97
65CTrkKjcQcZmyv0373syo,770,0,42,2
6tHWl8ows5JOZq9Yfaqn3M,883,113,18,50
4KTU5aa5s547f1JF5DImhF,770,0,0,5
4ofvoCdXq99vpMZO4Cfp8x,770,0,17,51
5ZpjODX6OH1xZs3AOewTO6,770,0,0,0
1LhMopPAallLeaeNutqbgS,770,0,14,175
4HkjO6S6yYJr8uyFLBZyEf,770,0,0,0
5SOxxG6ju1Oq2hpoa6wARV,935,166,5,31
1Wolb8MRcXR2IMMaELTRpE,770,1,11,158
6ZNo7Vi0TE9ul1fhKd4S1M,770,1,2,2
4zaH0JKo9qeA1lWulFgt3J,896,127,8,7
4EAC71z33CGSIlAyEnKaGb,768,1,0,11
1DgHVOq15mmso5RY0YQy6l,805,39,3,133
09IStsImFySgyp0pIQdqAc,780,16,13,162
12hqpRynT8G2Hwm9QzPFkd,770,6,63,3
6etab3UBCo5GOTMZqUvRka,774,11,15,374
2Imq77E6CEJR5TPUxlJvTY,763,0,12,7
3vKU0GTHo5nl3kTCYAiqc3,763,0,0,0
2FcFpTpLMCZknrLOZpgU0V,791,28,2,2
3GCdLUSnKSMJhs4Tj6CV3s,763,1,24,115
779I9FojBtIvVPtQe1DSRI,966,204,1,2
5yraOKvNuFWP4waSl6ey8Q,1050,288,1,2
72964CO6VzdDWCpbQsVzay,777,15,0,2
5qN4HFkapdAOV94XPryVof,763,1,0,0
3lInRGfft6CCsJJPZX3AXq,896,135,5,337
4ESIYCrLnFoUd1mVbISDot,798,38,0,0
08bNPGLD8AhKpnnERrAc6G,763,4,56,300
4BLyDt62gonjl7b2k41d6Y,770,12,31,1
45Egmo7icyopuzJN0oMEdk,758,2,52,73
3soOPBuMK8YMdWnV7xpEyf,757,1,70,7
1R1HmdunvOnEK4bibKp7q5,785,30,130,284
4uD7ypL7pDmOiMiVX6TCCa,812,57,139,450
2U7Hu2RaNQNRi7izoJyZaX,770,15,2,66
2N7596m3AEQwnUiWIeXBpA,840,85,0,7
1ZPac6DuD1QbyHG7KJibFW,756,2,35,42
5ZEQjTroORCu6uWvZrdeNc,1007,254,0,7
4qKcDkK6siZ7Jp1Jb4m0aL,763,10,30,56
3IfctMaf2sfvlSLRa42Cna,882,130,146,93
5CLGzJsGqhCEECcpnFQA8x,784,33,21,50
3G79AJm9H5lKnngSgBT21L,774,23,0,1
2IKZkwHI5zsZf70STuhvOX,756,5,1,25
5VnDkUNyX6u5Sk0yZiP8XB,994,244,0,5
1NtIMM4N0cFa1dNzN15chl,994,244,0,5
2UVbBKQOdFAekPTRsnkzcf,777,27,6,1
74n5d5M21JnC4WJ6gdkggK,749,0,31,713
5qjMyKkmosPBws5cImS9Zz,749,0,10,482
2U94QDSo9N4e1iXrjo7KAB,749,0,4,408
2bFuWE2oCgdhW5A20V9ILC,749,0,3,139
7nxAHrhpQ31kZtcbzaNMwl,749,0,3,181
58Kv71AxpWF6ab0Z76jQId,749,0,3,181
75E2xyRjYAsmjfDeAwdW0D,800,51,23,133
6RnkFd8Fqqgk1Uni8RgqCQ,750,1,27,34
2hsTAVEFj49m4EEyxKJpO3,749,0,0,135
0WvRK6cO0KhiHDXDl1AGok,749,0,3,132
6bbKbaqpPRQWvCrqlAhypu,749,0,3,64
0J1nrpMkNrL10jEL9QhItw,749,0,3,97
4jCK9FJrxb8eB5vJpUsrLb,749,0,3,28
7JY7Cx7e3gcJlACR7N7bM6,749,0,3,40
0wifP1osuKJrS3bjazE2yq,749,0,3,27
43nkDm3QmUcioZTbNWzwMK,749,0,3,27
7wrDRQgHlvDnimrRHfQZxt,749,0,62,0
7EUfNvyCVxQV3oN5ScA2Lb,994,245,0,0
3lyBKFszJ34vCvFMEJkxTM,749,0,0,0
0A7yxYg9J8l6s7RLXEFhze,784,35,15,19
65NwOZqoXny4JxqAPlfxRF,749,1,9,51
5d4wIiSKzRqhJwip4co3Wa,749,1,27,128
2ARqIya5NAuvFVHSN3bL0m,780,33,37,86
5YFrvrLeneNQ0VmeUHjmLW,819,72,63,105
1mBx8G3GBajrV0eTeYQshc,749,3,97,179
3MmG2m3axMEYjs3wMNLvF6,1021,276,0,0
7Izh7zLJGw1Nscd62Exxj4,994,250,26,98
26gceVsA1ybT8qsX3aYLEn,994,250,26,98
7B3gD0HJTvH8zHVajBjoWK,765,22,16,120
6tuzPD1zPPvwMbGiD0TBay,746,4,40,354
0Goo8GkDXERy3IFTQ8BYjz,840,98,22,59
4fPUiN5BT02UXJkGlphfNs,742,0,33,84
1W6wxOOYyJyyok8fqYSZ3m,742,0,0,6
0XLve6cs3OmA1E704IU8HL,742,0,15,1
2A1wAFgn0ZYZZsfGzlwdfq,840,99,57,21
4nwQ1SG9CsAl4XoKuScF0r,746,6,1,374
39N9RPD9MRb5WmoLzNzPeA,742,3,35,180
0dmw9MBJeUeeEdsFOEbIaC,910,171,1,147
4svcCNuxugwP6wrSnoMIfB,751,12,0,373
5Ufele27Idk8xPHYMh85Ra,742,5,178,155
70dJEanFPdYuWZumkrnKeX,5550,4813,0,0
01TYBVirOZoaY5Uw2kLGwp,736,1,13,27
7q4aClIlFcgyVQDACJQdmG,735,0,10,263
6KudLqrhlX4kc0ndlbf14E,735,0,54,27
2SHV5i5c0rHZcRCGaIsMaY,735,0,7,2
2scOpCkXHdjx5Pba0T1S68,736,1,0,0
35ieKju5aLWFN5UgfJ27mL,742,11,1,1
2UILpaI5fj9x7VoDC13eK0,730,1,28,6
3HxM4lAPdlTxdl60Ecn092,812,83,122,158
5hJJOWPZtBq15zVfWWM8lZ,728,0,113,330
3Cabw7y9EoR68v7dBS76HQ,728,0,104,255
6bgUZoUBzPLMwRE8My55M3,728,0,13,20
2GUuxvYBw7OSAHtJ6Q7NDW,731,3,19,13
3ee8Jmje8o58CHK66QrVC2,728,0,95,120
5KNi9XFap48ry4puG7rvqv,728,0,114,399
76S09sHj7GGMJAtOLjmVQ2,729,1,5,1
66wtCJjGr2mE6lLaLwkj6i,728,1,70,37
1w9xYVZxwWeARh6JyBJi5K,819,93,0,0
74gguwbBvfBTurNJUWFOsC,730,5,11,457
2ZuG40RDVJQwEaRWQu7Gh4,730,5,2,172
7KShGTrCjujjGb6rqGjd5r,730,5,55,49
0OuShHz7Oi531jev235a5d,730,5,54,106
3pIigjAWkzwAonXpJ1fmSF,728,3,0,0
2JfXj2TERIkHwJpnG9f8uX,728,4,0,2
79jX8RM5CgPqDKdGEKNW9K,722,0,1,62
2b9irL6QwOdbjJJldQoUOK,735,13,76,172
1XUAAp2Hs03Yq6E6hWxOh5,735,13,28,224
1l5FjCM1aPOtoHxZbQ6HQX,723,1,27,0
75AtrLBAWdyTXs2TDAAIN3,722,0,7,42
4dn3dKop2NYASn99fUlfO1,722,0,1,6
3RHhNmN9eFeutAzyJ6SqnY,721,0,4,30
7wvYmO5QscgIDDT0eNwbYX,721,0,0,11
76NzI3TmJCAvw28nB3EGk2,728,7,22,197
6sCfaHWF2ctJKLBsQg8a1v,994,273,30,266
33IOhptvC2Qoy2UhjiHXLV,722,1,82,89
7m3ciRxLcU3xJbWEDBoThG,721,0,18,8
4Ck1C6ViZRVTWSVpWQnywS,724,3,25,0
4kv5hKUPfXYsqcSeWvVmo6,728,7,15,85
7uCgfqk3QoD12KwGeKmBw4,777,56,1,5
0KonfvlVFCjeYskMNiJPaX,722,1,5,7
3aiCv6JFOfmNWHMOcb6vQB,738,17,30,126
2caWIcrS6CLQDB5WglieeA,721,1,104,191
4G1i3FrLYRge4Z2ubJiOW3,731,11,85,105
7axUFknd7qNPoBmp8Bpy9t,735,15,21,5
2Oehrcv4Kov0SuIgWyQY9e,2747,2028,1,8
7F3uo3304R2CTvOseU3H7u,994,275,1,2
6Ep6BzIOB9tz3P4sWqiiAB,2747,2028,1,7
0fBSs3fRoh1yJcne77fdu9,2994,2276,0,0
2QjOHCTQ1Jl3zawyYOpxh6,2520,1802,0,70
7oK9VyNzrYvRFo7nQEYkWN,5750,5032,0,1
7HGTkn2aX7MNdKs7nV2xBt,5750,5032,0,0
4Ouhoi2lAhrLJKFzUqEzwl,2994,2276,0,0
5FOCkGt7bp22nBVfQ4WSIT,718,1,0,314
5ogJPWcPBkIcWSXMUSdU4A,717,0,11,68
58KL7ALV3ACwBxU8pVRMHH,781,66,3,4
6NFyWDv5CjfwuzoCkw47Xf,854,140,4,23
1gm616Plq4ScqNi7TVkZ5N,715,1,3,80
2poOAWEj1CStqTVPgIHZ8s,715,1,3,4
72TyiiduRmczEbDIEtKQdR,714,0,3,4
56d6kYZhfhzpoC3s1dRU2V,715,1,0,4
13wNEvWmBsWaWVtiLPRIW5,714,0,0,4
26Fqtv4Aa7kyd1WWGHai6A,714,0,0,3
0edB1OJElR6I8cUrpe2DJK,714,0,65,56
18b2GSc1ea6tnW3IARJGUY,716,2,5,28
76KDy62J99FKu6ZsxMJy3j,714,1,9,356
2XmM8JRTkots7ti32HN75Z,714,1,35,5
10Igtw8bSDyyFs7KIsKngZ,729,20,7,13
7ef4DlsgrMEH11cDZd32M6,707,0,5,286
51MuxTQJudvUASe91tzR4C,707,0,21,105
6ujbQPGL1jQs3fAUtKwX0x,707,0,37,217
0PVjuxjgUJldBATilksYW2,711,4,113,131
5sjvZiR2SjOGJimYmHXfzd,707,0,329,182
0xLt187K4MEhKIxqiNALNN,785,79,71,198
1PLkhFC3jOY70eF5WUyDXS,912,206,1,21
3pkD2SgKFSuFoideGjtlnb,730,24,36,4
06Ok31cNBf2M0HuRPdTl7i,5550,4845,0,0
1cTZMwcBJT0Ka3UJPXOeeN,707,3,16,64
7fRmQytUt3Os3YUD1oN7Aq,707,3,0,3
63SevszngYpZOwf63o61K4,987,285,7,35
68uKHxQzoY6gd7YSKJf21J,707,6,16,309
2lYjH3ZbCrW7CHmSRvVCN3,701,0,0,0
2qsQ8eVDPmobZpvDxQCVQu,701,0,1,3
2gTYVoQCUh0QNUaFix01ld,701,0,1,0
0RBOFW5424gCCCZrgECbt6,700,0,30,301
6yxYagNp6Gapd7jXmWzgVc,700,0,23,399
5czCFvsdcKKkWdwT2AAAZC,700,0,60,37
67gLKHTj5FsGwbUCcGQZFm,700,0,11,173
7J1AJ5zB5lTbfQmLw5OgwT,700,0,0,16
4NFqlsk3yQn7DULU8OGnfP,700,0,3,94
7Fg342AJtNsIDdwCfX0paC,701,1,0,13
0CL59AhCHJaR8L3I7sra8g,700,0,4,152
7uzmGiiJyRfuViKKK3lVmR,701,1,3,42
20jGngvWc0edTYVWKTg9bt,686,-14,0,0
6fj3kplurtOQZ2HJ8ypGao,714,15,4,3
00zzSEe82JTtz68XlARnh7,721,23,34,239
58q2HKrzhC3ozto2nDdN4z,707,9,95,70
2nMLXtXdcp2BkwPoZzse3C,730,32,28,11
1hw5UuO6s1DRAJmCn4Nc1H,735,38,140,191
4QtiVmuA88tPQiCOHZuQ5b,756,59,3,33
10xeM2k8J5Q7a1MS6wHGp5,700,5,13,16
5xLgaPb5QER901yGpnJb7w,700,5,1,77
1ZYD1c1vFMdeyRdNBxJiAr,698,3,46,123
44IJE3EVtCLf4PFyfPkSxQ,714,19,0,0
5SxkdsY1ufZzoq9iXceLw9,693,0,3,115
6nsLzJfvp5OLd4mgqUJkpq,1624,931,1,5
6g1NlCpW7fgqDnWbCCDrHl,2628,1935,1,15
3TLik0AUo5Ri65DFrEivd4,693,0,10,132
0ct6r3EGTcMLPtrXHDvVjc,2263,1570,1,5
0nlFCC2xIQqUJpuQIVPl7S,693,0,22,245
3zKST4nk4QJE77oLjUZ0Ng,2628,1935,1,4
5B03nSG8pLE48jh7kmasuL,2628,1935,1,3
0Y4hwUppbGc8aIBmiTz30A,693,0,4,17
0m7saYK8Id4X5vPrm9uiCX,693,0,1,239
2hm5Lo1pH9yKVsfj6XEWno,1127,434,0,0
5Iy2Jj87Ha0C0IBlNE1I4y,2263,1571,0,0
2BVVmJQZv4fOPWavI9mkIj,1624,932,0,0
12ip0ceCeszDTDFxDY1AXJ,947,255,0,0
7HC3sppue0re7HPfo5zscF,2628,1936,0,0
3c3XJ9P1BjOtmNXKvdVyHK,1624,932,0,0
6n4U3TlzUGhdSFbUUhTvLP,777,89,0,0
4nraNqonMyfc0U3o8VeXVu,687,0,6,468
6STtmzolAUil3tKC2xB8OJ,718,31,1,7
2nPYWC7Jtd3gsd1iMQT3Vs,686,0,0,167
0e7ipj03S05BNilyu5bRzt,686,0,5,490
5RBW30fFFVav2n0IqFj0fY,686,0,0,9
6zj6m5lgw6SB5bWxKdnnM1,688,2,13,49
7dt6x5M1jzdTEt8oCbisTK,686,0,26,418
1QqIcxyTz2G7I31wcrnERf,686,0,0,118
3swc6WTsr7rl9DqQKQA55C,686,0,0,354
6u5iKjE9baEuuMndKsE00C,686,0,0,3
0r9tHLACmVGOXxsVRGvA3U,686,0,51,84
3fpVWegR6YOS1Yk5HSMYIq,686,0,5,6
7yHyGrwWRUdDVcZIC4HBdA,686,0,0,0
5VuxWXbt7XENQCtE9TzpTv,686,0,10,1
5d4KxCk9H3pH75V0UrFs8I,686,0,12,7
4Eco98ezksfnQzVNJCjg9j,686,1,5,0
